question_id,compressed_tags
8368,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8369,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8370,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8371,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8372,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8373,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8374,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8375,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8376,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8377,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8378,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8379,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8380,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8381,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8382,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8383,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8384,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8385,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8386,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8387,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8388,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8389,[-4.2929783  2.6437821 -5.07219   16.036623 ]
8390,[-4.2929783  2.6437821 -5.07219   16.036623 ]
8391,[-4.2929783  2.6437821 -5.07219   16.036623 ]
8392,[-4.2929783  2.6437821 -5.07219   16.036623 ]
8393,[-5.0656233 -7.237841  -9.080285  13.62906  ]
8394,[-1.3542719  1.0094748 -9.268804  22.691128 ]
8395,[-1.3542719  1.0094748 -9.268804  22.691128 ]
8396,[ 1.4470099 -3.665577  -9.669859  12.340316 ]
8397,[ 1.4470099 -3.665577  -9.669859  12.340316 ]
8398,[ 1.4470099 -3.665577  -9.669859  12.340316 ]
8399,[ 1.4470099 -3.665577  -9.669859  12.340316 ]
8400,[ -0.34001476  -4.048877   -12.666151    11.639465  ]
8401,[ -0.34001476  -4.048877   -12.666151    11.639465  ]
8402,[ -0.34001476  -4.048877   -12.666151    11.639465  ]
8403,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8404,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8405,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8406,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8407,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8408,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8409,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8410,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8411,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8412,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8413,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8414,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8415,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8416,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8417,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8418,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8419,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8420,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8421,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8422,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8423,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8424,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8425,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8426,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8427,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8428,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8429,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8430,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8431,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8432,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8433,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8434,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8435,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8436,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8437,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8438,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8439,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8440,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8441,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8442,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8443,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8444,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8445,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8446,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8447,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8448,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8449,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8450,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8451,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8452,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8453,[ -0.501781   4.944282 -11.080901  14.511455]
8454,[-0.32593238 -5.192604   -4.8804154   8.193493  ]
8455,[ -0.501781   4.944282 -11.080901  14.511455]
8456,[ -0.501781   4.944282 -11.080901  14.511455]
8457,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8458,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
8459,[-7.069173   1.7219808 -3.794051  11.688458 ]
8460,[  4.3893986  -6.420666  -14.581098   12.943837 ]
8461,[ -0.501781   4.944282 -11.080901  14.511455]
8462,[  7.2718873 -11.349173   -9.064242   13.568281 ]
8463,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8464,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8465,[ -0.501781   4.944282 -11.080901  14.511455]
8466,[ -0.501781   4.944282 -11.080901  14.511455]
8467,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8468,[  4.3893986  -6.420666  -14.581098   12.943837 ]
8469,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
8470,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
8471,[ -0.501781   4.944282 -11.080901  14.511455]
8472,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8473,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
8474,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8475,[-0.32593238 -5.192604   -4.8804154   8.193493  ]
8476,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
8477,[-0.32593238 -5.192604   -4.8804154   8.193493  ]
8478,[ -0.501781   4.944282 -11.080901  14.511455]
8479,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8480,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8481,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8482,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8483,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8484,[ -0.501781   4.944282 -11.080901  14.511455]
8485,[-0.32593238 -5.192604   -4.8804154   8.193493  ]
8486,[-0.32593238 -5.192604   -4.8804154   8.193493  ]
8487,[ -0.501781   4.944282 -11.080901  14.511455]
8488,[ -0.501781   4.944282 -11.080901  14.511455]
8489,[ 0.2467605 -4.8618293 -6.4171915 15.561402 ]
8490,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8491,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8492,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8493,[ -0.501781   4.944282 -11.080901  14.511455]
8494,[  1.200168   -4.010036  -18.2701      7.4810634]
8495,[ -0.501781   4.944282 -11.080901  14.511455]
8496,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8497,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8498,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8499,[  3.7661018 -12.135404  -11.054521    8.422123 ]
8500,[ 0.5477593  3.7376192 -6.7298875 15.773495 ]
8501,[ -0.501781   4.944282 -11.080901  14.511455]
8502,[ -0.501781   4.944282 -11.080901  14.511455]
8503,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8504,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8505,[-5.2747884  5.678006  -9.009404  16.215416 ]
8506,[-5.2747884  5.678006  -9.009404  16.215416 ]
8507,[-5.2747884  5.678006  -9.009404  16.215416 ]
8508,[-5.2747884  5.678006  -9.009404  16.215416 ]
8509,[-5.2747884  5.678006  -9.009404  16.215416 ]
8510,[-5.2747884  5.678006  -9.009404  16.215416 ]
8511,[-5.2747884  5.678006  -9.009404  16.215416 ]
8512,[-5.2747884  5.678006  -9.009404  16.215416 ]
8513,[-5.2747884  5.678006  -9.009404  16.215416 ]
8514,[-5.2747884  5.678006  -9.009404  16.215416 ]
8515,[-5.2747884  5.678006  -9.009404  16.215416 ]
8516,[-5.2747884  5.678006  -9.009404  16.215416 ]
8517,[-5.2747884  5.678006  -9.009404  16.215416 ]
8518,[-5.2747884  5.678006  -9.009404  16.215416 ]
8519,[-5.2747884  5.678006  -9.009404  16.215416 ]
8520,[ -3.1491334   3.8445044 -14.34125    12.995315 ]
8521,[ -3.1491334   3.8445044 -14.34125    12.995315 ]
8522,[ -3.1491334   3.8445044 -14.34125    12.995315 ]
8523,[ -3.1491334   3.8445044 -14.34125    12.995315 ]
8524,[ -3.1491334   3.8445044 -14.34125    12.995315 ]
8525,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8526,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8527,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8528,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8529,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8530,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8531,[  7.4783626  -0.8151852 -11.696218   12.652735 ]
8532,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8533,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8534,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8535,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8536,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8537,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8538,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8539,[  1.3766994   1.9601347 -10.503686   14.496681 ]
8540,[ -3.3025167   3.2482107 -12.105771   17.629538 ]
8541,[ -3.3025167   3.2482107 -12.105771   17.629538 ]
8542,[ -3.3025167   3.2482107 -12.105771   17.629538 ]
8543,[ -3.3025167   3.2482107 -12.105771   17.629538 ]
8544,[ -3.3025167   3.2482107 -12.105771   17.629538 ]
8545,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
8546,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
8547,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
8548,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
8549,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
8550,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
8551,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
8552,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
8553,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
8554,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
8555,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8556,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8557,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8558,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8559,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8560,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8561,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8562,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8563,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8564,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8565,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8566,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8567,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8568,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8569,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8570,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8571,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8572,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8573,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8574,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
8575,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8576,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8577,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8578,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8579,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8580,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8581,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8582,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8583,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8584,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8585,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8586,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8587,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8588,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8589,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8590,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8591,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8592,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8593,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8594,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8595,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8596,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8597,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8598,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8599,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8600,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8601,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8602,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8603,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8604,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8605,[  4.748852  -6.015828 -14.0706     9.298973]
8606,[  4.748852  -6.015828 -14.0706     9.298973]
8607,[  4.748852  -6.015828 -14.0706     9.298973]
8608,[  4.748852  -6.015828 -14.0706     9.298973]
8609,[  4.748852  -6.015828 -14.0706     9.298973]
8610,[-2.9329672 -2.7978199 -5.0399065  6.063674 ]
8611,[-2.9329672 -2.7978199 -5.0399065  6.063674 ]
8612,[-2.9329672 -2.7978199 -5.0399065  6.063674 ]
8613,[-2.9329672 -2.7978199 -5.0399065  6.063674 ]
8614,[-2.9329672 -2.7978199 -5.0399065  6.063674 ]
8615,[-1.5830405 -1.7436498 -9.920728  18.586905 ]
8616,[-1.5830405 -1.7436498 -9.920728  18.586905 ]
8617,[-1.5830405 -1.7436498 -9.920728  18.586905 ]
8618,[-1.5830405 -1.7436498 -9.920728  18.586905 ]
8619,[-1.5830405 -1.7436498 -9.920728  18.586905 ]
8620,[  1.1560076  -9.379333  -15.445025   17.746662 ]
8621,[  1.1560076  -9.379333  -15.445025   17.746662 ]
8622,[  1.1560076  -9.379333  -15.445025   17.746662 ]
8623,[  1.1560076  -9.379333  -15.445025   17.746662 ]
8624,[  1.1560076  -9.379333  -15.445025   17.746662 ]
8625,[  1.1560076  -9.379333  -15.445025   17.746662 ]
8626,[  1.1560076  -9.379333  -15.445025   17.746662 ]
8627,[  1.1560076  -9.379333  -15.445025   17.746662 ]
8628,[  1.1560076  -9.379333  -15.445025   17.746662 ]
8629,[  1.1560076  -9.379333  -15.445025   17.746662 ]
8630,[ -2.9575143  -5.1816273 -11.884231   17.349606 ]
8631,[ -2.9575143  -5.1816273 -11.884231   17.349606 ]
8632,[ -2.9575143  -5.1816273 -11.884231   17.349606 ]
8633,[ -2.9575143  -5.1816273 -11.884231   17.349606 ]
8634,[ -2.9575143  -5.1816273 -11.884231   17.349606 ]
8635,[ -2.9575143  -5.1816273 -11.884231   17.349606 ]
8636,[ -2.9575143  -5.1816273 -11.884231   17.349606 ]
8637,[ -2.9575143  -5.1816273 -11.884231   17.349606 ]
8638,[ -2.9575143  -5.1816273 -11.884231   17.349606 ]
8639,[ -2.9575143  -5.1816273 -11.884231   17.349606 ]
8640,[ -4.7668605  -1.8732464 -10.946011   10.407377 ]
8641,[ -4.7668605  -1.8732464 -10.946011   10.407377 ]
8642,[ -4.7668605  -1.8732464 -10.946011   10.407377 ]
8643,[ -4.7668605  -1.8732464 -10.946011   10.407377 ]
8644,[ -4.7668605  -1.8732464 -10.946011   10.407377 ]
8645,[ -8.287116    -0.11937818 -10.794919    16.037415  ]
8646,[ -8.287116    -0.11937818 -10.794919    16.037415  ]
8647,[ -8.287116    -0.11937818 -10.794919    16.037415  ]
8648,[ -8.287116    -0.11937818 -10.794919    16.037415  ]
8649,[ -8.287116    -0.11937818 -10.794919    16.037415  ]
8650,[  3.428517   -2.4491804 -10.168976   17.655163 ]
8651,[  3.428517   -2.4491804 -10.168976   17.655163 ]
8652,[  3.428517   -2.4491804 -10.168976   17.655163 ]
8653,[  3.428517   -2.4491804 -10.168976   17.655163 ]
8654,[  3.428517   -2.4491804 -10.168976   17.655163 ]
8655,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8656,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8657,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8658,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8659,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8660,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8661,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8662,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8663,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8664,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8665,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8666,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8667,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8668,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8669,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8670,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8671,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8672,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8673,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8674,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8675,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8676,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8677,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8678,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8679,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8680,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8681,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8682,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8683,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8684,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8685,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8686,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8687,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8688,[  7.9515915  -4.874186  -10.180444   10.610601 ]
8689,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8690,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8691,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8692,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8693,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8694,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8695,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8696,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8697,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8698,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
8699,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8700,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8701,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8702,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8703,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
8704,[  1.7637935  -7.1838894 -12.099872    4.8516126]
8705,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8706,[ -3.1929443  -2.7143998 -12.830558   12.466048 ]
8707,[ 7.939931 -1.646586 -6.656557 13.075308]
8708,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8709,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8710,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8711,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8712,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8713,[ 7.939931 -1.646586 -6.656557 13.075308]
8714,[-6.348617   4.932143  -9.625047   7.5021715]
8715,[-8.579489   2.3254158 -9.707349   7.0578976]
8716,[ -8.938825    -0.06994626 -13.218215    10.502257  ]
8717,[-8.579489   2.3254158 -9.707349   7.0578976]
8718,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
8719,[-8.579489   2.3254158 -9.707349   7.0578976]
8720,[ -8.938825    -0.06994626 -13.218215    10.502257  ]
8721,[-8.579489   2.3254158 -9.707349   7.0578976]
8722,[-1.5830405 -1.7436498 -9.920728  18.586905 ]
8723,[ -5.1672597  -2.797984  -17.710592   11.148254 ]
8724,[-8.579489   2.3254158 -9.707349   7.0578976]
8725,[ -8.938825    -0.06994626 -13.218215    10.502257  ]
8726,[ -5.1672597  -2.797984  -17.710592   11.148254 ]
8727,[-8.579489   2.3254158 -9.707349   7.0578976]
8728,[ 7.939931 -1.646586 -6.656557 13.075308]
8729,[ 7.939931 -1.646586 -6.656557 13.075308]
8730,[-8.579489   2.3254158 -9.707349   7.0578976]
8731,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8732,[ 7.939931 -1.646586 -6.656557 13.075308]
8733,[ -7.10844      0.07215974 -14.3294325    4.90706   ]
8734,[ -7.10844      0.07215974 -14.3294325    4.90706   ]
8735,[ -3.1929443  -2.7143998 -12.830558   12.466048 ]
8736,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8737,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8738,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8739,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8740,[  4.748852  -6.015828 -14.0706     9.298973]
8741,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8742,[ -5.1672597  -2.797984  -17.710592   11.148254 ]
8743,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8744,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8745,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8746,[-8.579489   2.3254158 -9.707349   7.0578976]
8747,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8748,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8749,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8750,[  4.748852  -6.015828 -14.0706     9.298973]
8751,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8752,[ -8.938825    -0.06994626 -13.218215    10.502257  ]
8753,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8754,[-1.5830405 -1.7436498 -9.920728  18.586905 ]
8755,[ -8.938825    -0.06994626 -13.218215    10.502257  ]
8756,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8757,[ 7.939931 -1.646586 -6.656557 13.075308]
8758,[-8.579489   2.3254158 -9.707349   7.0578976]
8759,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8760,[  4.748852  -6.015828 -14.0706     9.298973]
8761,[  4.748852  -6.015828 -14.0706     9.298973]
8762,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8763,[ -5.1672597  -2.797984  -17.710592   11.148254 ]
8764,[ -3.1929443  -2.7143998 -12.830558   12.466048 ]
8765,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8766,[ -5.1672597  -2.797984  -17.710592   11.148254 ]
8767,[ 7.939931 -1.646586 -6.656557 13.075308]
8768,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8769,[-8.579489   2.3254158 -9.707349   7.0578976]
8770,[-8.579489   2.3254158 -9.707349   7.0578976]
8771,[ -5.1672597  -2.797984  -17.710592   11.148254 ]
8772,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8773,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8774,[  4.748852  -6.015828 -14.0706     9.298973]
8775,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8776,[ -8.938825    -0.06994626 -13.218215    10.502257  ]
8777,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8778,[ 7.939931 -1.646586 -6.656557 13.075308]
8779,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8780,[ 7.939931 -1.646586 -6.656557 13.075308]
8781,[-8.579489   2.3254158 -9.707349   7.0578976]
8782,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8783,[ -5.1672597  -2.797984  -17.710592   11.148254 ]
8784,[-8.579489   2.3254158 -9.707349   7.0578976]
8785,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8786,[ 7.939931 -1.646586 -6.656557 13.075308]
8787,[ -8.938825    -0.06994626 -13.218215    10.502257  ]
8788,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8789,[-8.579489   2.3254158 -9.707349   7.0578976]
8790,[-8.579489   2.3254158 -9.707349   7.0578976]
8791,[  4.748852  -6.015828 -14.0706     9.298973]
8792,[ -7.10844      0.07215974 -14.3294325    4.90706   ]
8793,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8794,[-6.348617   4.932143  -9.625047   7.5021715]
8795,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8796,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8797,[ -5.1672597  -2.797984  -17.710592   11.148254 ]
8798,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8799,[-6.348617   4.932143  -9.625047   7.5021715]
8800,[-8.579489   2.3254158 -9.707349   7.0578976]
8801,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8802,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8803,[-1.5830405 -1.7436498 -9.920728  18.586905 ]
8804,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8805,[-1.5830405 -1.7436498 -9.920728  18.586905 ]
8806,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8807,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8808,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8809,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8810,[-1.5830405 -1.7436498 -9.920728  18.586905 ]
8811,[ -5.1672597  -2.797984  -17.710592   11.148254 ]
8812,[-6.348617   4.932143  -9.625047   7.5021715]
8813,[-9.508319  -0.4008917 -8.624312  10.312655 ]
8814,[ 7.939931 -1.646586 -6.656557 13.075308]
8815,[-1.5830405 -1.7436498 -9.920728  18.586905 ]
8816,[-9.508319  -0.4008917 -8.624312  10.312655 ]
